period,team_id,team_name,fantrax_id,name,mlb_team,primary_position,roster_position,roster_status,salary,contract
72,jk36oo1hmj90wrl7,Daddy Yankee,072p5,"Fermin, Albert",HOU,SS,SS,MINORS,,
72,jk36oo1hmj90wrl7,Daddy Yankee,06p5z,"Fitz-Gerald, Devin",WSH,SS,SS,MINORS,,
72,jk36oo1hmj90wrl7,Daddy Yankee,01cgo,"Freeman, Freddie",LAD,1B,CI,ACTIVE,,
72,jk36oo1hmj90wrl7,Daddy Yankee,06yjs,"Frey, Ethan",HOU,CF,OF,MINORS,,
72,jk36oo1hmj90wrl7,Daddy Yankee,06hsz,"Gil, John",ATL,SS,SS,MINORS,,
72,jk36oo1hmj90wrl7,Daddy Yankee,06mff,"Gonzales, Justin",BOS,RF,OF,MINORS,,
72,jk36oo1hmj90wrl7,Daddy Yankee,05u2v,"Goodman, Hunter",COL,C,C,ACTIVE,,
72,jk36oo1hmj90wrl7,Daddy Yankee,06mvg,"Gray, Murf",PIT,3B,3B,MINORS,,
72,jk36oo1hmj90wrl7,Daddy Yankee,05ybv,"Holliday, Jackson",BAL,2B,2B,RESERVE,,
72,jk36oo1hmj90wrl7,Daddy Yankee,05u3v,"Jenkins, Walker",MIN,CF,OF,MINORS,,
72,jk36oo1hmj90wrl7,Daddy Yankee,02z0s,"Judge, Aaron",NYY,RF,UT,RESERVE,,
72,jk36oo1hmj90wrl7,Daddy Yankee,04yie,"Kirby, George",SEA,SP,P,ACTIVE,,
72,jk36oo1hmj90wrl7,Daddy Yankee,060yn,"Lara, Luis",MIL,CF,OF,MINORS,,
72,jk36oo1hmj90wrl7,Daddy Yankee,07261,"Luna, Emanuel",STL,CF,OF,MINORS,,
72,jk36oo1hmj90wrl7,Daddy Yankee,04mlt,"McClanahan, Shane",TB,SP,P,ACTIVE,,
72,jk36oo1hmj90wrl7,Daddy Yankee,05a2d,"Meyer, Max",MIA,SP,P,ACTIVE,,
72,jk36oo1hmj90wrl7,Daddy Yankee,05u36,"Miller, Aidan",PHI,SS,3B,MINORS,,
72,jk36oo1hmj90wrl7,Daddy Yankee,041e2,"Moniak, Mickey",COL,RF,UT,INJURED_RESERVE,,
72,jk36oo1hmj90wrl7,Daddy Yankee,03dgq,"OHearn, Ryan",PIT,1B,UT,ACTIVE,,
72,jk36oo1hmj90wrl7,Daddy Yankee,04pbq,"Perdomo, Geraldo",ARI,SS,UT,ACTIVE,,
72,jk36oo1hmj90wrl7,Daddy Yankee,0316j,"Pivetta, Nick",SD,SP,P,INJURED_RESERVE,,
72,jk36oo1hmj90wrl7,Daddy Yankee,05joq,"Prielipp, Connor",MIN,SP,P,MINORS,,
72,jk36oo1hmj90wrl7,Daddy Yankee,07262,"Rijo, Juan",SEA,CF,OF,MINORS,,
72,jk36oo1hmj90wrl7,Daddy Yankee,05tzo,"Ritchie, J.R.",ATL,SP,P,MINORS,,
72,jk36oo1hmj90wrl7,Daddy Yankee,066mq,"Rodriguez, Yophery",BOS,LF,OF,MINORS,,
72,jk36oo1hmj90wrl7,Daddy Yankee,01uca,"Sale, Chris",ATL,SP,P,ACTIVE,,
72,jk36oo1hmj90wrl7,Daddy Yankee,052c8,"Sanchez, Cristopher",PHI,SP,P,ACTIVE,,
72,jk36oo1hmj90wrl7,Daddy Yankee,05u6q,"Schlittler, Cam",NYY,SP,P,ACTIVE,,
72,jk36oo1hmj90wrl7,Daddy Yankee,060jo,"Smith, Cam",HOU,RF,OF,ACTIVE,,
72,jk36oo1hmj90wrl7,Daddy Yankee,02i11,"Soler, Jorge",LAA,RF,OF,ACTIVE,,
72,jk36oo1hmj90wrl7,Daddy Yankee,03pjf,"Soroka, Michael",ARI,SP,P,ACTIVE,,
72,jk36oo1hmj90wrl7,Daddy Yankee,025he,"Springer, George",TOR,RF,OF,ACTIVE,,
72,jk36oo1hmj90wrl7,Daddy Yankee,05mre,"Strider, Spencer",ATL,SP,P,ACTIVE,,
72,jk36oo1hmj90wrl7,Daddy Yankee,07248,"Valdez, Victor",TB,SS,SS,MINORS,,
72,jk36oo1hmj90wrl7,Daddy Yankee,06dlz,"Waldschmidt, Ryan",ARI,LF,OF,MINORS,,
72,jk36oo1hmj90wrl7,Daddy Yankee,02mw3,"Walker, Christian",HOU,1B,UT,ACTIVE,,
72,jk36oo1hmj90wrl7,Daddy Yankee,03pje,"Ward, Taylor",BAL,LF,OF,ACTIVE,,
72,jk36oo1hmj90wrl7,Daddy Yankee,05yaz,"Warren, Will",NYY,SP,P,ACTIVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,05u9z,"Anthony, Roman",BOS,RF,OF,INJURED_RESERVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,05t9v,"Aranda, Jonathan",TB,1B,CI,ACTIVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,041w4,"Baker, Bryan",TB,RP,P,ACTIVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,04qii,"Barger, Addison",TOR,3B,OF,INJURED_RESERVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,05rbv,"Basallo, Samuel",BAL,C,UT,ACTIVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,04aqc,"Bednar, David",NYY,RP,P,ACTIVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,05y7t,"Bolte, Henry",ATH,RF,OF,MINORS,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,0637j,"Briceno, Josue",DET,C,C,MINORS,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,04o2w,"Brown, Ben",CHC,SP,P,RESERVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,06agr,"Caldwell, Slade",ARI,CF,OF,MINORS,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,05ge1,"Clifford, Ryan",NYM,1B,1B,MINORS,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,064o4,"Crisantes, Demetrio",ARI,2B,SS,MINORS,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,051wv,"Crow-Armstrong, Pete",CHC,CF,OF,ACTIVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,06o8q,"Cruz, Ronny",WSH,SS,SS,MINORS,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,030uc,"Devers, Rafael",SF,DH,1B,ACTIVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,0630n,"Estrada, Aron",BAL,2B,2B,MINORS,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,06mph,"Eyanson, Anthony",BOS,SP,P,MINORS,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,06yxh,"Flemming, Cooper",TB,SS,SS,MINORS,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,05j8u,"Garcia, Jhostynxon",PIT,CF,OF,MINORS,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,06qr6,"George, Nate",BAL,CF,OF,MINORS,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,04n0m,"Gilbert, Logan",SEA,SP,P,ACTIVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,0260v,"Gray, Sonny",BOS,SP,P,ACTIVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,06y9r,"Gray, Taitn",TB,C,C,MINORS,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,03ojr,"Guerrero Jr., Vladimir",TOR,1B,UT,ACTIVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,05vy5,"Jensen, Carter",KC,C,C,ACTIVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,06utg,"Kilby, Dax",NYY,SS,SS,MINORS,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,04pr1,"Kwan, Steven",CLE,LF,OF,ACTIVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,06ich,"Level, Jhonny",SF,SS,SS,MINORS,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,06fwm,"Long, Jonathon",CHC,1B,1B,MINORS,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,043f9,"Lopez, Pablo",MIN,SP,P,INJURED_RESERVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,05rfu,"Manzardo, Kyle",CLE,DH,UT,ACTIVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,0326s,"Marte, Ketel",ARI,2B,2B,ACTIVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,03dau,"Megill, Trevor",MIL,RP,P,ACTIVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,05yak,"Neyens, Xavier",HOU,3B,3B,MINORS,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,02yc4,"Ohtani, Shohei",LAD,DH,P,ACTIVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,04ppj,"Pena, Jeremy",HOU,SS,SS,ACTIVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,05gsi,"Rafaela, Ceddanne",BOS,CF,OF,ACTIVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,025j1,"Ray, Robbie",SF,SP,P,ACTIVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,06481,"Reimer, Jacob",NYM,3B,3B,MINORS,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,047l7,"Robert Jr., Luis",NYM,CF,UT,INJURED_RESERVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,06rgw,"Sanchez, Juan",TOR,3B,UT,MINORS,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,05jp4,"Schmitt, Casey",SF,2B,MI,ACTIVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,05xpq,"Scott, Christian",NYM,SP,P,MINORS,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,02mw6,"Seager, Corey",TEX,SS,MI,INJURED_RESERVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,01cdf,"Stanton, Giancarlo",NYY,DH,UT,INJURED_RESERVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,02jh6,"Suarez, Eugenio",CIN,3B,3B,ACTIVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,05ycl,"Sykora, Travis",WSH,SP,P,MINORS,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,0630e,"Thomas, Colby",ATH,RF,OF,MINORS,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,03pir,"Tucker, Kyle",LAD,RF,OF,ACTIVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,05nso,"Uribe, Abner",MIL,RP,P,ACTIVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,05rbw,"Valdez, Esmerlyn",PIT,RF,1B,MINORS,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,04efa,"Varsho, Daulton",TOR,CF,OF,ACTIVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,04mnw,"Weathers, Ryan",NYY,SP,P,ACTIVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,05u2p,"Wiggins, Jaxon",CHC,SP,P,MINORS,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,05ubi,"Wilken, Brock",MIL,3B,3B,MINORS,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,05r8n,"Yamamoto, Yoshinobu",LAD,SP,P,ACTIVE,,
72,k7c57nf4mj90wrl8,Hand Foot Mouth Disease Guys,02hjp,"deGrom, Jacob",TEX,SP,P,ACTIVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,04qk8,"Abrams, CJ",WSH,SS,SS,ACTIVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,024m0,"Altuve, Jose",HOU,2B,OF,INJURED_RESERVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,04355,"Alvarez, Yordan",HOU,LF,UT,ACTIVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,05y0j,"Arrighetti, Spencer",HOU,SP,P,ACTIVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,04ew7,"Ashby, Aaron",MIL,RP,P,ACTIVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,06nln,"Azocar, Enddy",BOS,CF,OF,MINORS,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,041qb,"Bichette, Bo",NYM,SS,3B,ACTIVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,04pr8,"Bradley, Taj",MIN,SP,P,ACTIVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,06kui,"Brito, Roldy",COL,CF,2B,MINORS,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,05144,"Brown, Hunter",HOU,SP,P,INJURED_RESERVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,04t9b,"Busch, Michael",CHC,1B,UT,ACTIVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,06mmx,"Caceres, Juneiker",CLE,RF,OF,MINORS,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,04y4e,"Carroll, Corbin",ARI,RF,OF,ACTIVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,06icj,"Castillo, Yolfran",TEX,SS,3B,MINORS,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,060m8,"Cijntje, Jurrangelo",STL,SP,P,MINORS,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,01spo,"Cole, Gerrit",NYY,SP,P,ACTIVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,05ras,"Cowser, Colton",BAL,CF,OF,ACTIVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,05y30,"Crawford, Justin",PHI,CF,OF,MINORS,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,067z9,"Cunningham, Kayson",ARI,SS,SS,MINORS,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,06hua,"Davidson, Bo",SF,CF,OF,MINORS,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,061zv,"De Paula, Josue",LAD,RF,UT,MINORS,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,067yc,"De Vries, Leo",ATH,SS,SS,MINORS,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,04pse,"Donovan, Brendan",SEA,2B,UT,INJURED_RESERVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,06roc,"Doyle, Liam",STL,SP,P,MINORS,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,06626,"Duno, Alfredo",CIN,C,C,MINORS,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,05jp9,"Elder, Bryce",ATL,SP,P,ACTIVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,06dn7,"Ewing, A.J.",NYM,CF,OF,MINORS,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,066sx,"Farmelo, Jonny",SEA,CF,SS,MINORS,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,02hi7,"Gausman, Kevin",TOR,SP,P,ACTIVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,05r5e,"Genao, Angel",CLE,SS,SS,MINORS,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,04cd5,"Gore, MacKenzie",TEX,SP,P,ACTIVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,01fh9,"Harper, Bryce",PHI,1B,CI,ACTIVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,05ynb,"Hicks, Liam",MIA,C,C,ACTIVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,02bx4,"Holmes, Clay",NYM,SP,P,INJURED_RESERVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,05gww,"Horton, Cade",CHC,SP,P,INJURED_RESERVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,04yi8,"Jones, Spencer",NYY,CF,OF,MINORS,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,04y44,"Jung, Josh",TEX,3B,UT,ACTIVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,041wv,"King, Michael",SD,SP,P,ACTIVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,05m49,"Lee, Jung Hoo",SF,CF,OF,ACTIVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,041ps,"Lodolo, Nick",CIN,SP,P,ACTIVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,061zn,"Luis, Jansel",ARI,2B,2B,MINORS,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,06ibo,"Morales, Emil",LAD,SS,SS,MINORS,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,02bqy,"Musgrove, Joe",SD,SP,P,INJURED_RESERVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,02bq2,"Nimmo, Brandon",TEX,LF,OF,ACTIVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,02mwm,"Olson, Matt",ATL,1B,1B,ACTIVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,06f14,"Pecko, Ethan",HOU,SP,P,MINORS,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,04si3,"Rocchio, Brayan",CLE,SS,2B,ACTIVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,05xtz,"Rushing, Dalton",LAD,C,C,MINORS,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,05ynx,"Ryan, River",LAD,SP,P,MINORS,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,05uc7,"Schultz, Noah",CHW,SP,P,INJURED_RESERVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,04eej,"Sheets, Gavin",SD,LF,OF,ACTIVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,06qhh,"Soto, Dorian",BOS,SS,SS,MINORS,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,031t0,"Torres, Gleyber",DET,2B,UT,ACTIVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,05jse,"Troy, Tommy",ARI,2B,SS,MINORS,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,04auj,"Valdez, Framber",DET,SP,P,ACTIVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,06625,"Vargas, Joendry",LAD,SS,SS,MINORS,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,05rk4,"Walter, Brandon",HOU,SP,P,INJURED_RESERVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,03dbm,"Webb, Logan",SF,SP,P,ACTIVE,,
72,qatqhh61mj90wrl7,Je suis Charlie Morton,06aw3,"Wetherholt, JJ",STL,SS,MI,ACTIVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,04aee,"Adell, Jo",LAA,CF,UT,ACTIVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,03btv,"Alcantara, Sandy",MIA,SP,P,ACTIVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,06jfc,"Alvarez, Hayden",LAA,CF,OF,MINORS,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,06r5o,"Antunez, Brailyn",MIL,CF,OF,MINORS,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,06c78,"Arias, Franklin",BOS,SS,SS,MINORS,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,05rcf,"Baez, Joshua",STL,RF,OF,MINORS,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,04cwf,"Baz, Shane",BAL,SP,P,ACTIVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,06aly,"Benge, Carson",NYM,CF,OF,ACTIVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,02w7p,"Bregman, Alex",CHC,3B,CI,ACTIVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,04prt,"Butler, Lawrence",ATH,RF,OF,ACTIVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,05jsg,"Caissie, Owen",MIA,RF,UT,MINORS,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,05xch,"Caminero, Junior",TB,3B,3B,ACTIVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,06f0q,"Campbell, Kristian",BOS,2B,UT,MINORS,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,071wb,"Colome, Johenssy",ATH,SS,SS,MINORS,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,02i2q,"Correa, Carlos",HOU,SS,SS,INJURED_RESERVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,06hx4,"Culpepper, Kaelen",MIN,SS,SS,MINORS,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,06o0e,"Dinges, Marco",MIL,C,UT,MINORS,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,04n8z,"Edwards, Xavier",MIA,2B,SS,ACTIVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,06k7t,"Fischer, Andrew",MIL,3B,3B,MINORS,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,06rq4,"Frias, Alexander",MIL,RF,UT,MINORS,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,04rzp,"Garcia, Rico",BAL,RP,P,ACTIVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,0518n,"Grissom, Vaughn",LAA,2B,MI,ACTIVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,05yj5,"Groover, LuJames",ARI,3B,SS,MINORS,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,06eyu,"Hope, Zyhir",LAD,RF,OF,MINORS,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,05ge9,"Imanaga, Shota",CHC,SP,P,ACTIVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,04pmu,"Jeffers, Ryan",MIN,C,UT,INJURED_RESERVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,05h2u,"Jones, Jared",PIT,SP,P,ACTIVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,04etg,"Junk, Janson",MIA,SP,P,INJURED_RESERVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,06mnk,"Lewis, Tyson",CIN,SS,SS,MINORS,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,04pw3,"McArthur, James",KC,RP,P,INJURED_RESERVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,05y7s,"McLean, Nolan",NYM,SP,P,ACTIVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,06jfn,"Mejia, Esteban",BAL,SP,P,MINORS,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,05ua7,"Merrill, Jackson",SD,CF,OF,ACTIVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,05rfc,"Montes, Lazaro",SEA,RF,OF,MINORS,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,06cq8,"Moore, Christian",LAA,2B,MI,MINORS,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,06r9r,"Morel, Darell",PIT,SS,SS,MINORS,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,03qr0,"Mullins, Cedric",TB,CF,UT,ACTIVE,,
