period,team_id,team_name,fantrax_id,name,mlb_team,primary_position,roster_position,roster_status,salary,contract
72,mldxq5pemj90wrl7,Lászlaró Tóth,04071,"Paredes, Isaac",HOU,3B,UT,ACTIVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,05aoc,"Perez, Eury",MIA,SP,P,INJURED_RESERVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,04z6m,"Ramirez, Agustin",MIA,C,UT,MINORS,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,04ee8,"Ramos, Heliot",SF,LF,OF,INJURED_RESERVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,054p6,"Rodriguez, Emmanuel",MIN,CF,OF,MINORS,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,05xse,"Rodriguez, Hector",CIN,LF,OF,MINORS,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,05gdz,"Sasaki, Roki",LAD,SP,P,ACTIVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,04a2t,"Senga, Kodai",NYM,SP,P,INJURED_RESERVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,0622w,"Simpson, Chandler",TB,CF,OF,ACTIVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,042sz,"Smith, Will",LAD,C,C,ACTIVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,05gtn,"Soderstrom, Tyler",ATH,LF,1B,ACTIVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,04c0o,"Soriano, Jose",LAA,SP,P,ACTIVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,03ynj,"Soto, Juan",NYM,RF,OF,ACTIVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,06c0z,"Taylor, Devin",ATH,LF,OF,MINORS,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,066er,"Taylor, Grant",CHW,RP,P,ACTIVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,04zay,"Teng, Kai-Wei",HOU,SP,P,ACTIVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,0658b,"Tong, Jonah",NYM,SP,P,MINORS,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,04si2,"Vaughn, Andrew",MIL,1B,UT,ACTIVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,0603p,"Waldrep, Hurston",ATL,SP,P,INJURED_RESERVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,05y62,"Woo, Bryan",SEA,SP,P,ACTIVE,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,06ujt,"Wood, Gage",PHI,SP,P,MINORS,,
72,mldxq5pemj90wrl7,Lászlaró Tóth,05y7x,"Young, Cole",SEA,2B,2B,ACTIVE,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,04eeh,,,,OF,MINORS,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,060x1,"Abreu, Wilyer",BOS,RF,OF,ACTIVE,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,06pg6,"Arquette, Aiva",MIA,SS,SS,MINORS,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,03mew,"Arraez, Luis",SF,1B,2B,ACTIVE,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,05jr0,"Burleson, Alec",STL,1B,OF,ACTIVE,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,05u9q,"Caglianone, Jac",KC,RF,UT,ACTIVE,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,05gef,"Cavalli, Cade",WSH,SP,P,ACTIVE,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,0596e,"Crews, Dylan",WSH,RF,OF,MINORS,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,0596g,"Detmers, Reid",LAA,RP,P,ACTIVE,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,05xor,"Encarnacion-Strand, Christian",BAL,1B,1B,MINORS,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,01ut7,"Eovaldi, Nathan",TEX,SP,P,ACTIVE,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,05g3x,"Garcia, Maikel",KC,3B,3B,ACTIVE,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,05ub0,"Gelof, Zack",ATH,2B,UT,ACTIVE,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,04s1h,"Gil, Luis",NYY,SP,P,MINORS,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,0597k,"Gonzales, Nick",PIT,2B,UT,ACTIVE,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,03caf,"Griffin, Foster",WSH,SP,P,ACTIVE,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,062cx,"Holliday, Ethan",COL,SS,SS,MINORS,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,059bx,"House, Brady",WSH,3B,CI,ACTIVE,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,06ktn,"Imai, Tatsuya",HOU,SP,P,MINORS,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,062pp,"Isaac, Xavier",TB,DH,1B,MINORS,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,05rc5,"Johnson, Termarr",PIT,2B,2B,MINORS,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,06cq7,"King, Seaver",WSH,SS,SS,MINORS,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,04t3y,"Kirk, Alejandro",TOR,C,C,INJURED_RESERVE,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,04pvu,"Kolek, Stephen",KC,SP,P,ACTIVE,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,03div,"Latz, Jake",TEX,RP,P,ACTIVE,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,04q08,"Leahy, Kyle",STL,RP,P,ACTIVE,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,04y9o,"Leiter, Jack",TEX,SP,P,ACTIVE,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,05tdl,"Lesko, Dylan",TB,RP,P,MINORS,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,05rcd,"Mack, Joe",MIA,C,C,MINORS,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,04pxf,"Martin, Davis",CHW,SP,P,ACTIVE,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,06j3h,"Mathis, Cole",CHC,3B,1B,MINORS,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,05r9j,"Mayer, Marcelo",BOS,3B,SS,MINORS,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,05js5,"Mayo, Coby",BAL,1B,UT,MINORS,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,05yby,"McGonigle, Kevin",DET,SS,SS,ACTIVE,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,0648n,"Meidroth, Chase",CHW,SS,UT,ACTIVE,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,05gwz,"Miller, Bobby",LAD,SP,P,INJURED_RESERVE,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,05vy6,"Miller, Bryce",SEA,SP,P,ACTIVE,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,04yrs,"Noel, Jhonkensy",BAL,RF,OF,MINORS,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,04ru5,"Pages, Andy",LAD,CF,OF,ACTIVE,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,0512m,"Pepiot, Ryan",TB,SP,P,INJURED_RESERVE,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,03dc4,"Peralta, Freddy",NYM,SP,P,ACTIVE,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,05yo5,"Rice, Ben",NYY,1B,C,ACTIVE,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,0529l,"Rodriguez, Endy",PIT,1B,C,MINORS,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,05yb0,"Rumfield, T.J.",COL,1B,1B,ACTIVE,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,062ho,"Sanoja, Javier",MIA,3B,OF,ACTIVE,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,03pzo,"Taveras, Leody",BAL,CF,OF,ACTIVE,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,05wxy,"Teel, Kyle",CHW,C,C,INJURED_RESERVE,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,06mpb,"Thomas, Jared",COL,LF,OF,MINORS,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,04b00,"Turang, Brice",MIL,2B,MI,ACTIVE,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,0662o,"Walcott, Sebastian",TEX,SS,SS,MINORS,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,05tp7,"White, Tommy",ATH,3B,3B,MINORS,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,05t9n,"Williams, Carson",TB,SS,UT,MINORS,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,060la,"Williams, Jett",MIL,SS,SS,MINORS,,
72,o4jvg6q3mj90wrl7,Skrrt vs The World,05js7,"Yorke, Nick",PIT,2B,2B,MINORS,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,06plc,"Antonacci, Sam",CHW,2B,UT,MINORS,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,06ktt,"Arnold, Jamie",ATH,SP,P,MINORS,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,03120,"Bellinger, Cody",NYY,LF,OF,ACTIVE,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,041rf,"Bieber, Shane",TOR,SP,P,INJURED_RESERVE,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,05u2u,"Black, Tyler",MIL,3B,UT,MINORS,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,025gb,"Bogaerts, Xander",SD,SS,UT,ACTIVE,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,04mn5,"Bohm, Alec",PHI,3B,CI,ACTIVE,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,04pq4,"Bradish, Kyle",BAL,SP,P,ACTIVE,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,05yhe,"Brito, Juan",CLE,2B,UT,MINORS,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,04ali,"Cabrera, Edward",CHC,SP,P,INJURED_RESERVE,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,04de1,"Casas, Triston",BOS,1B,1B,INJURED_RESERVE,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,05mx9,"Celesten, Felnin",SEA,SS,SS,MINORS,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,06alk,"Condon, Charlie",COL,1B,OF,MINORS,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,05uei,"DeLauter, Chase",CLE,CF,OF,ACTIVE,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,05gx4,"Dingler, Dillon",DET,C,C,ACTIVE,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,04pst,"Duran, Jarren",BOS,LF,OF,ACTIVE,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,04apj,"Duran, Jhoan",PHI,RP,P,ACTIVE,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,04ya2,"Espino, Daniel",CLE,SP,P,MINORS,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,05xu1,"Freeland, Alex",LAD,SS,CI,MINORS,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,05u2m,"Gillen, Theo",TB,CF,OF,MINORS,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,02i37,"Giolito, Lucas",SD,SP,P,ACTIVE,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,06ps2,"Gonzalez, Josuar",SF,SS,SS,MINORS,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,03ql5,"Helsley, Ryan",BAL,RP,P,INJURED_RESERVE,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,067yn,"Hernandez, Seth",PIT,SP,P,MINORS,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,04pkr,"Hoerner, Nico",CHC,2B,MI,ACTIVE,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,06f0p,"Ingle, Cooper",CLE,C,C,MINORS,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,05rb0,"Jobe, Jackson",DET,SP,P,MINORS,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,04nq4,"Jordan, Blaze",STL,3B,UT,MINORS,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,06dn6,"Kayfus, CJ",CLE,RF,OF,MINORS,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,067zb,"LaViolette, Jace",CLE,CF,OF,MINORS,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,062h4,"Lagrange, Carlos",NYY,SP,P,MINORS,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,04aeb,"Lewis, Royce",MIN,3B,CI,MINORS,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,03qyv,"McCarthy, Jake",COL,LF,UT,ACTIVE,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,05tzn,"Messick, Parker",CLE,SP,P,ACTIVE,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,062z7,"Milbrandt, Karson",MIA,SP,P,MINORS,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,0403o,"Munoz, Andres",SEA,RP,P,ACTIVE,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,05y3u,"Murakami, Munetaka",CHW,1B,UT,INJURED_RESERVE,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,03pjd,"Naylor, Josh",SEA,1B,1B,ACTIVE,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,05u4l,"Palencia, Daniel",CHC,RP,P,ACTIVE,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,01ub6,"Ramirez, Jose",CLE,3B,3B,ACTIVE,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,04eee,"Rasmussen, Drew",TB,SP,P,ACTIVE,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,03e5m,"Reynolds, Bryan",PIT,RF,OF,ACTIVE,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,05y40,"Rivera, Eduardo",BOS,SP,P,MINORS,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,04azu,"Rocker, Kumar",TEX,SP,P,MINORS,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,04e2u,"Rooker, Brent",ATH,DH,UT,ACTIVE,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,05ybr,"Salas, Ethan",SD,C,C,MINORS,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,05y2l,"Sheehan, Emmet",LAD,SP,P,ACTIVE,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,04eor,"Smith, Cade",CLE,RP,P,ACTIVE,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,04aok,"Soto, Gregory",PIT,RP,P,ACTIVE,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,04p10,"Stott, Bryson",PHI,2B,2B,ACTIVE,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,03ae8,"Swanson, Dansby",CHC,SS,SS,ACTIVE,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,06bsb,"Tait, Eduardo",MIN,C,C,MINORS,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,06gwk,"Tolle, Payton",BOS,RP,P,MINORS,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,01s8u,"Trout, Mike",LAA,DH,OF,ACTIVE,,
72,f3myl5ugmj90wrl7,The Hot and Steamy Boys,0311c,"Williams, Devin",NYM,RP,P,ACTIVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,06c7b,"Aloy, Wehiwa",BAL,SS,SS,MINORS,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,06dmp,"Anderson, Max",DET,2B,2B,MINORS,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,05yid,"Arroyo, Michael",SEA,2B,2B,MINORS,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,05zde,"Bazzana, Travis",CLE,2B,2B,ACTIVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,051b4,"Beck, Jordan",COL,LF,OF,INJURED_RESERVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,06icc,"Beltre, Eduardo",MIN,CF,OF,MINORS,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,05y23,"Bibee, Tanner",CLE,SP,P,ACTIVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,06hea,"Bonemer, Caleb",CHW,SS,SS,MINORS,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,041rd,"Burnes, Corbin",ARI,SP,P,INJURED_RESERVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,066mo,"Calaz, Robert",COL,RF,OF,MINORS,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,06alq,"Carlson, Billy",CHW,SS,SS,MINORS,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,066eo,"Carrigg, Cole",COL,CF,OF,MINORS,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,04tk1,"Cecconi, Slade",CLE,SP,P,ACTIVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,05rik,"Chandler, Bubba",PIT,SP,P,ACTIVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,03oh0,"Contreras, Willson",BOS,1B,CI,ACTIVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,0310z,"Crawford, J.P.",SEA,SS,UT,ACTIVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,0513l,"Doyle, Brenton",COL,CF,UT,INJURED_RESERVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,06423,"Escobar, Aroon",PHI,2B,2B,MINORS,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,02i2j,"Fried, Max",NYY,SP,P,INJURED_RESERVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,0414g,"Garcia Jr., Luis",WSH,2B,UT,ACTIVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,0510l,"Hancock, Emerson",SEA,SP,P,ACTIVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,06ifw,"Hartshorn, Josiah",CHC,RF,1B,MINORS,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,071w9,"Hernandez, Luis",SF,SS,SS,MINORS,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,04nx3,"India, Jonathan",KC,2B,UT,INJURED_RESERVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,05tdk,"Jones, Druw",ARI,CF,OF,MINORS,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,02f9m,"Junis, Jakob",TEX,RP,P,ACTIVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,06oh1,"Ko, Ching-Hsien",LAD,LF,OF,MINORS,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,060pm,"Langford, Wyatt",TEX,LF,OF,INJURED_RESERVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,06b72,"Lombard Jr., George",NYY,SS,SS,MINORS,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,04tjl,"Lopez, Otto",MIA,SS,MI,ACTIVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,041q8,"Marsh, Brandon",PHI,CF,OF,ACTIVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,04ydd,"Martinez, Angel",CLE,CF,OF,ACTIVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,04pmn,"Meadows, Parker",DET,CF,OF,INJURED_RESERVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,061gx,"Melton, Jacob",TB,CF,OF,MINORS,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,04mlf,"Mize, Casey",DET,SP,P,INJURED_RESERVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,05tce,"Norby, Connor",MIA,3B,UT,ACTIVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,04px8,"Olson, Reese",DET,SP,P,INJURED_RESERVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,06se6,"Parker, JoJo",TOR,SS,SS,MINORS,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,067xj,"Pratt, Cooper",MIL,SS,SS,MINORS,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,05yai,"Rainer, Bryce",DET,SS,SS,MINORS,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,04my4,"Raleigh, Cal",SEA,C,C,INJURED_RESERVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,061wh,"Rojas, Jefferson",CHC,SS,SS,MINORS,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,04q2n,"Rutschman, Adley",BAL,C,C,ACTIVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,04ps7,"Ryan, Joe",MIN,SP,P,ACTIVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,05yj1,"Schanuel, Nolan",LAA,1B,UT,INJURED_RESERVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,02n2x,"Sewald, Paul",ARI,RP,P,ACTIVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,03pov,"Singer, Brady",CIN,SP,P,ACTIVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,066ip,"Sirota, Mike",LAD,CF,OF,MINORS,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,06dq9,"Smith, Aidan",TB,CF,OF,MINORS,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,0512e,"Steer, Spencer",CIN,1B,OF,ACTIVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,03zbh,"Tatis Jr., Fernando",SD,RF,OF,ACTIVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,066ir,"Tibbs III, James",LAD,RF,OF,MINORS,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,04yk2,"Torkelson, Spencer",DET,1B,1B,ACTIVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,04mra,"Tovar, Ezequiel",COL,SS,SS,ACTIVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,04ru7,"Vargas, Miguel",CHW,3B,3B,ACTIVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,05gbg,"Veen, Zac",COL,LF,OF,MINORS,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,06cmf,"Voit, Mitch",NYM,2B,2B,MINORS,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,02iug,"Wacha, Michael",KC,SP,P,ACTIVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,05gbf,"Walker, Jordan",STL,RF,OF,ACTIVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,05gsc,"Westburg, Jordan",BAL,3B,3B,INJURED_RESERVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,05jp7,"Williams, Gavin",CLE,SP,P,ACTIVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,05gwy,"Winn, Masyn",STL,SS,UT,ACTIVE,,
72,hd9hwe4mmj90wrl7,Third Degree Burnes,06apx,"Yesavage, Trey",TOR,SP,P,ACTIVE,,
